Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
081-673-402-045-602,Smooth Pycnophylactic Interpolation for Geographical Regions,,1979,journal article,Journal of the American Statistical Association,01621459; 1537274x,Taylor and Francis Ltd.,United Kingdom,Waldo R. Tobler,"Abstract Census enumerations are usually packaged in irregularly shaped geographical regions. Interior values can be interpolated for such regions, without specification of “control points,” by using an analogy to elliptical partial differential equations. A solution procedure is suggested, using finite difference methods with classical boundary conditions. In order to estimate densities, an additional nonnegativity condition is required. Smooth contour maps, which satisfy the volume preserving and nonnegativity constraints, illustrate the method using actual geographical data. It is suggested that the procedure may be used to convert observations from one bureaucratic partitioning of a geographical area to another.",74,367,519,530,Mathematical analysis; Interpolation; Boundary value problem; Density estimation; Finite difference method; Population; Mathematics; Numerical analysis; Contour line; Partial differential equation,Americas; Developed Countries; Geographic Factors; North America; Northern America; Population; Spatial Distribution; United States,Americas; Demography; Developed Countries; Geography; North America; Population; United States,,,https://www.tandfonline.com/doi/abs/10.1080/01621459.1979.10481647 https://amstat.tandfonline.com/doi/abs/10.1080/01621459.1979.10481647 http://core.ac.uk/display/24659379 https://www.ncbi.nlm.nih.gov/pubmed/12310706,http://dx.doi.org/10.1080/01621459.1979.10481647,12310706,10.1080/01621459.1979.10481647,2021563159,,0,003-439-701-549-662; 006-485-578-775-176; 009-851-225-006-079; 010-456-410-064-903; 011-667-493-644-431; 015-119-661-483-808; 024-292-907-262-753; 026-432-911-851-74X; 032-095-225-193-356; 033-115-806-145-717; 048-430-890-964-567; 061-815-968-671-659; 062-335-199-323-492; 062-990-522-181-676; 065-662-153-702-216; 070-422-113-129-88X; 077-867-993-013-848; 078-004-294-977-974; 081-628-751-964-022; 082-139-775-650-465; 083-151-249-615-756; 083-664-419-865-824; 089-228-952-818-863; 089-521-236-407-740; 100-613-240-618-14X; 102-484-215-696-407; 103-359-332-433-642; 109-330-578-870-454; 121-649-991-118-433; 121-665-037-131-025; 128-162-804-458-29X; 137-731-130-206-910; 143-779-938-154-084; 150-548-242-216-334; 151-434-679-880-028; 151-861-106-155-183; 152-420-187-912-133; 162-397-738-393-609; 166-331-477-536-555; 168-932-888-637-656; 181-497-719-344-403,548
082-449-815-709-059,Morphologie,,1931,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,H. Brach; null Sponholz; null Tobler; M. Strauss; Alb Simons; null Hadda; null Krzywanek; M. Meyer; O. David; null Mertens; Gg. B. Gruber; H. J. Arndt; Lotte Lande; null Collier; H. Roth; null Werthemann; Joh Volkmann; null Jacobs; null Higier,,33,S3,60,74,,,,,,,http://dx.doi.org/10.1007/bf01621109,,10.1007/bf01621109,,,0,,0
083-098-287-618-392,Measuring the Similarity of Map Projections,,1986,journal article,The American Cartographer,00941689,Informa UK Limited,United States,Waldo R. Tobler,The departure of one map projection from another can be calculated from the lengths of the vectors connecting corresponding points. This allows one to decide the relative similarity of two map proj...,13,2,135,139,Combinatorics; Proj construction; Least squares; Map projection; Mathematics; Projection (mathematics); Similarity (network science),,,,,https://cogentoa.tandfonline.com/doi/abs/10.1559/152304086783900103 https://www.tandfonline.com/doi/abs/10.1559/152304086783900103 https://core.ac.uk/display/101834470,http://dx.doi.org/10.1559/152304086783900103,,10.1559/152304086783900103,2068388012,,0,047-707-395-932-448,23
084-675-092-975-334,Analysis of Three Interaction Matrices,,1975,,,,,,W. Tobler,"The first matrix represents the cross-citations between nineteen business and economic journals. The second matrix consists of intersectoral job changes in Belgium. The third matrix indicates the amount of interaction between retail establishments, as indicated by customer movements from one establishment to another.",,,,,Algebra; Engineering; Matrix (mathematics); Marketing,,,,,http://pure.iiasa.ac.at/id/eprint/319/,http://pure.iiasa.ac.at/id/eprint/319/,,,2346547829,,0,,0
084-838-933-534-693,Experiments In Migration Mapping By Computer,,1987,journal article,The American Cartographer,00941689,Informa UK Limited,United States,Waldo R. Tobler,"Migration maps represent patterns of geographical movement by arrows or bands between places, using information arriving in “from-to” tables. In the most interesting cases the tables are of large size, suggesting that computer assistance would be useful in the preparation of the maps. A computer program prepared for this purpose shows that graphical representation is feasible for tables as large as fifty by fifty, and possibly larger. The program contains options for alternate forms of movement depiction, and rules are suggested for the parsing of migration tables prior to the cartographic display, without loss of spatial resolution.",14,2,155,163,Computer graphics (images); Parsing; Computer program; Depiction; Movement (music); Computer assistance; Alternate forms; Computer science; Representation (mathematics); Thematic map,,,,,https://www.tandfonline.com/doi/abs/10.1559/152304087783875273 https://core.ac.uk/display/100569086,http://dx.doi.org/10.1559/152304087783875273,,10.1559/152304087783875273,2055635454,,10,000-875-682-323-087; 006-053-720-923-207; 007-145-329-042-751; 013-407-151-308-640; 033-778-060-829-932; 041-234-062-202-556; 061-546-390-213-05X; 114-585-177-520-897; 139-719-330-359-090,212
085-623-658-123-600,GEOGRAPHIC ORDERING OF INFORMATION: NEW OPPORTUNITIES,,1964,journal article,The Professional Geographer,00330124; 14679272,Informa UK Limited,United Kingdom,Brian J. L. Berry; Richard L. Morrill; Waldo R. Tobler,,16,4,39,44,Geography,,,,,https://utdallas.influuent.utsystem.edu/en/publications/geographic-ordering-of-information-new-opportunities http://onlinelibrary.wiley.com/doi/10.1111/j.0033-0124.1964.039_q.x/pdf http://www.tandfonline.com/doi/citedby/10.1111/j.0033-0124.1964.039_q.x,http://dx.doi.org/10.1111/j.0033-0124.1964.039_q.x,,10.1111/j.0033-0124.1964.039_q.x,2010986529,,0,059-323-463-828-208; 060-955-914-311-154; 076-825-806-487-588; 100-818-072-770-458,2
085-689-274-015-16X,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null His; null Christeller; null Martius; null Steiner; null Braun; H. Hirschield; null Schmitz; null MoRawitz-Würzburg; null Edens; null Emil Neisser; A. W. Fischer; null Hellwig; null Koenigsfeld; null Weigert; null Peiper; null Halberstaedter; null Kuhn; null Holthusen; null Preuss; null Dietlen; M. Kaufmann; null Dessecker; null Schlesinger; null Eckstein; null Freudenberg; null Flaskamp; null Dietrich; null Jonas; null Juliusberg; null Finkenrath; null Buschke; null Rost; null Tobler; null Jaffé; null Schrader; null Simon; null Valentin; null Meyer; null Mendel; null Henning; null v. Albertini; null Tobias; null Goldstein; null Hkllwig; null Hoffa; null Loewy-Hattendorf,,1,37,1849,1857,,,,,,,http://dx.doi.org/10.1007/bf01716592,,10.1007/bf01716592,,,0,,0
087-462-977-133-580,MEDIEVAL DISTORTIONS: THE PROJECTIONS OF ANCIENT MAPS,,1966,journal article,Annals of the Association of American Geographers,00045608; 14678306,Informa UK Limited,United Kingdom,Waldo R. Tobler,ABSTRACT Estimates of the map projection employed for an ancient map is a prerequisite for a variety of other studies. The preliminary evaluation presented here has yielded empirical equations for the Hereford map and illustrated the agreement of a Portolan chart with an oblique Mercator projection.,56,2,351,360,Portolan chart; Oblique case; Map projection; Geography; Empirical equations; Mercator projection; Early world maps; Cartography,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8306.1966.tb00562.x https://core.ac.uk/display/3134296 https://deepblue.lib.umich.edu/handle/2027.42/72414 https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1966.tb00562.x http://hdl.handle.net/2027.42/72414,http://dx.doi.org/10.1111/j.1467-8306.1966.tb00562.x,,10.1111/j.1467-8306.1966.tb00562.x,2142456483,,0,090-290-732-243-845,58
087-486-707-487-633,Über die Rolle des Trichocephalus dispar in der Pathologie,1926-11-01,1926,journal article,European Journal of Pediatrics,03406199; 14321076,Springer Verlag,Germany,W. Tobler,"Besprechung der Biologie des Peitschenwurmes. Wurdigung der pathologischen Erscheinungen, welche durch eine schwere Trichocephalusinfektion hervorgerufen werden konnen. Mitteilung der Krankengeschichte eines massig mit Trichocephalus dispar infizierten, seit vielen Monaten an unbeeinflusbarem Durchfall und an schwerer Anamie (Hglb. 25/70) leidenden, etwas uber 4 Jahre alten, zum Skelett abgemagerten Knaben (Gewicht 5800). Im direkten Stuhlausstrich werden pro Quadratzentimeter Flache uber 6000 (sechstausend) Trichocephaleneier gezahlt. Nach dem Tode (terminale Pneumonie, 20 Tage nach Beginn der Beobachtung) konnte autoptisch pro Quadratzentimeter Dickdarmflache 1, in die Dickdarmschleimhaut eingebohrter, Trichocephalus festgestellt werden. Die Zahl der vorhanden gewesenen Wurmer ubertraf 3000. Volliges Fehlen der eosinophilen Leukocyten im Blut (es wurden 800 Leukocyten differenziert). In einem Schnittpraparat wurden in der unmittelbaren Umgebung eines Wurmes nur sehr vereinzelte eosinophile Zellen gefunden. Das Fehlen der eosinophilen Blutleukocyten war somit nicht zu erklaren durch ein Abwandern in die affizierte Dickdarmschleimhaut, sondern muste aufgefast werden als ein Zeichen hochgradigster Erschopfung der Bildungsstatte der Eosinophilen (Knochenmark). Die Behandlung des Patienten mit Thymol (0,3–0,5 pro die) und mit Einlaufen (Wasser mit 10 Tropfen Benzin) versagte vollig.",42,3,324,335,Gynecology; Medicine,,,,,https://link.springer.com/content/pdf/10.1007/BF02225315.pdf https://link.springer.com/article/10.1007/BF02225315,https://link.springer.com/article/10.1007/BF02225315,,,2008838884,,0,053-739-124-876-601; 162-741-452-229-096,4
087-821-118-925-24X,A case of so-called cow's milk idiosyncrasy in a 2 1/2 Mt. infant.,1945-12-01,1945,journal article,Schweizerische medizinische Wochenschrift,00367672,EMH Swiss Medical Publishers Ltd.,Switzerland,W Tobler,,75,,1068,1068,Idiosyncrasy; Milk allergy; Traditional medicine; Medicine,MILK/allergy,Animals; Humans; Milk Hypersensitivity,,,https://europepmc.org/article/MED/21010415 https://www.ncbi.nlm.nih.gov/pubmed/21065698,https://www.ncbi.nlm.nih.gov/pubmed/21010415,21010415; 21065698,,3090639219,,0,,0
087-981-823-557-713,Über die Rolle des Trichocephalus dispar in der Pathologie,,1926,journal article,Zeitschrift für Kinderheilkunde,03406199; 14321076,Springer Science and Business Media LLC,Germany,W. Tobler,,42,3-4,324,335,,,,,,,http://dx.doi.org/10.1007/bf02225315,,10.1007/bf02225315,,,0,,8
089-270-390-042-74X,Einzelreferate und Buchbesprechungen,,1927,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Rona; L. Lichtwitz; null Tobler; H. Hirschfeld; null Herzfeld; null BÜrger; null Gröer; null Dietlen; null Peiper; null MÜndel; null Lewy; null Oppenheimer; null Starkenstein; W. Fischer; null Versé; null Braun; null Melchior; null Zinn; null Schall; null Grassheim; null Preuss; A. W. Fischer; null Bernhardt; null Nonnenbruch; null Koenigsfeld; null Gottschalk; null Griesbach; null Freudenberg; W. Israel; Erich Langer; null Buschke; null Mendel; O. Wiener; null Goldstein; null Straus,,6,44,2104,2113,,,,,,,http://dx.doi.org/10.1007/bf01748282,,10.1007/bf01748282,,,0,,0
089-890-376-821-39X,"Knochen, Gelenke, Muskeln",,1942,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,Th. Naegeli; C. Kruchen; null Knorre; H. Lossen; null Tobler; null Schoen; null Ostertag; Max Budde; K. Rintelen; null Hegemann; null Raeschke; null Isola; null Breitländer; B. Kuhlmann,,53,3-4,226,230,,,,,,,http://dx.doi.org/10.1007/bf02178792,,10.1007/bf02178792,,,0,,0
090-179-148-109-537,Einzelreferate und Buchbesprechungen,,1924,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,M. Matthes; null Langer; null Frik; null Holthusen; null Nonnenbruch; null Magnus-Alsleben; null Herzfeld; null Tobler; null Dessecker; null Becker; H. Hirschfeld; null Christeller; C. Noorden; null Griesbach; F. Kraus; null Hellwig; A. W. Fischer; null Hellwig; Emil Neisser; null Versé,,3,11,456,459,,,,,,,http://dx.doi.org/10.1007/bf01748210,,10.1007/bf01748210,,,0,,0
091-257-451-486-682,The spectrum of U.S. 40,2005-01-14,2005,journal article,Papers in Regional Science,10568190; 14355957,Wiley,United States,Waldo R. Tobler,,23,1,45,53,Geology; Spectrum (topology); Spatial structure; Astrophysics,,,,,http://deepblue.lib.umich.edu/bitstream/2027.42/45972/1/10110_2005_Article_BF01941871.pdf https://deepblue.lib.umich.edu/handle/2027.42/45972 https://link.springer.com/article/10.1007/BF01941871,http://dx.doi.org/10.1111/j.1435-5597.1969.tb01398.x,,10.1111/j.1435-5597.1969.tb01398.x,2016961473,,0,011-840-811-289-946; 018-183-880-174-082; 030-918-803-988-081; 034-730-250-171-354; 085-168-379-705-825; 098-937-042-219-093; 133-336-192-777-190; 140-555-400-165-679; 146-726-495-934-144; 157-260-904-963-163; 167-288-589-944-620,5
092-282-948-857-283,Powdered Vegetables in Infant's Diet.,,1929,journal article,Schweizerische Medizinische Wochenschrift,00367672,,,W. Tobler,,,,,,Weaning; Traditional medicine; Medicine,,,,,https://www.cabdirect.org/abstracts/19302700517.html https://www.cabdirect.org/cabdirect/abstract/19302700517,https://www.cabdirect.org/cabdirect/abstract/19302700517,,,2297090273,,0,,0
092-944-706-066-681,Einzelreferate und Buchbesprechungen,,1930,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,J. Bauer; null Kohlrausch; null Jacobsohn; null Koenigsfeld; null Tobler; null Oberniedermayr; null Eisner-Behrend; null Schübel; null Valentin; null Vaternahm; null Halberstaedter; null Salinger; null Flury; null Weigert; null Wohlwill; null Magnus-Alsleben; null Freudenberg; null Buschke; null Jacobsohn; null Deusch; null Gotischalk; H. Hirschfeld; null Mendel; null Schiff; null Gottschalk; null Herzfeld; null Rosenberg; O. A. Schwarz; null Jonas; null Schumacher; null Jonas; Kurt Mendel; null Meyer; null Simon; K. Hirschfeld; K. Goldstein; null Riebeling; null Goldstein; null Friedemann; null Euler; K. Greve; null Sacher,,9,44,2073,2082,,,,,,,http://dx.doi.org/10.1007/bf01747670,,10.1007/bf01747670,,,0,,0
094-029-969-389-451,Phagocytosestudien bei Säuglingen und ihren Müttern,,1924,journal article,Zeitschrift für Die Gesamte Experimentelle Medizin,03728722; 14338580; 03728552,Springer Science and Business Media LLC,Germany,W. Tobler,"Heterologe Leukocyten (spez. Meerschweinchenleukocyten) eignen sich nicht zu Phagocytoseversuchen mit dem Zweck, die opsonische Kraft kindlicher und mutterlicher Seren miteinander zu vergleichen, weil das mutterliche konzentrierte Serum, aber meistens auch das 10fach verdunnte, die Phagocytose durch Leukocytenschadigung fast regelmasig mehr oder weniger stark hemmt, wahrend durch das kindliche Serum der Ablauf der Phagocytose nur wenig beeinflust wird. Wenn man verhindert, das das Serum direkt auf die Leukocyten wirkt (Neufeldscher Bindungsversuch), so last sich die Hemmung verhuten; aber auch die auf diese Weise gewonnenen Resultate erlauben keinen einwandfreien Vergleich der opsonischen Kraft mutterlicher und kindlicher Seren.",41,1,558,569,Gynecology; Medicine,,,,,https://link.springer.com/article/10.1007/BF02758796,http://dx.doi.org/10.1007/bf02758796,,10.1007/bf02758796,2318486912,,0,047-781-486-909-070; 087-664-434-609-808; 159-784-926-353-77X,4
